,geo_adj_score,cell_type
820,0.881476838822006,Beta
821,0.470883671026767,Alpha
822,1.73363069407327,Beta
823,1.26567084003398,Beta
824,0.894622719055828,Alpha
825,0.763374208851294,Alpha
826,0.411140090467364,Alpha
827,0.431745218478971,Beta
828,1.33486310395041,Beta
829,0.816326058701731,Alpha
830,1.64330296372084,Acinar
831,0.739110599732972,Alpha
832,0.586427228522046,Alpha
833,1.18580154734233,Beta
834,0.745448018465641,Beta
835,0.577788474463148,Alpha
836,1.50867797689316,Ductal
837,0.513503324432259,Alpha
838,1.06844962280899,Beta
839,1.22275952348746,Beta
840,0.487227097819937,Beta
841,0.56391151263454,Alpha
842,1.40940922824431,Alpha
843,0.481055292529066,Beta
844,0.555792032050642,Beta
845,0.659044024904831,Beta
846,1.56591156501302,Acinar
847,1.33546397698457,Beta
848,0.66023313964066,Beta
849,0.630652079634591,Alpha
850,0.930095509263356,Alpha
851,1.33665778738375,Alpha
852,0.855596115767332,Beta
853,0.584204014765213,Alpha
854,0.556379356388742,Alpha
855,0.78474842038811,Beta
856,0.671017215088639,Beta
857,1.04457213472599,Beta
858,1.22192206980148,Beta
859,0.721858940023776,Beta
860,1.27119256896046,Beta
861,0.887882868625156,Alpha
862,1.18275792144246,Alpha
863,0.769186046008356,Alpha
864,0.576868885232758,Beta
865,1.49273195142613,Stellate
866,0.701572578295519,Alpha
867,1.57177702248946,Beta
868,0.643011774233646,Alpha
869,1.13361478937021,Beta
870,1.12757936134108,Beta
871,0.807869709797783,Alpha
872,0.763564332291227,Beta
873,0.730545946882739,Beta
874,0.837419109154678,Alpha
875,1.08623212667166,Beta
876,1.51527996041235,Acinar
877,1.24709376495169,Beta
878,0.692059750575395,Beta
879,0.912259493104276,Alpha
880,1.18272228520201,Alpha
881,0.999874746459625,Beta
882,0.935443111047369,Alpha
883,1.1369916387381,Beta
884,0.72206816016057,Beta
885,1.1671571447368,Alpha
886,1.27439792249001,Beta
887,1.31105673355533,Beta
888,0.773303278652573,Beta
889,0.940128015487826,Beta
890,0.783557247829515,Beta
891,1.07783913422916,Alpha
892,0.909319513050358,Beta
893,1.26182475373072,Beta
894,1.21211432781981,Alpha
895,1.00295147121297,Alpha
896,0.892994112203863,Alpha
897,0.888916807613061,Beta
898,0.94011300021487,Beta
899,1.28294173503505,Beta
900,1.60230674030898,Acinar
901,1.02736620831196,Beta
902,0.841997899813692,Beta
903,0.817338405959023,Beta
904,0.955990507318781,Alpha
905,1.12547945760855,Beta
906,0.874134524446751,Alpha
907,1.24355607961616,Alpha
908,1.05264722901051,Beta
909,1.56439462474666,Acinar
910,1.2102921364704,Alpha
911,1.31589168749851,Stellate
912,1.20118166781939,Beta
913,0.910064105007096,Beta
914,0.943687335759599,Beta
915,1.1147439396465,Beta
916,1.01066925114894,Alpha
917,1.18183809833478,Beta
918,1.30661345651729,Beta
919,1.47365655725671,Alpha
920,0.976957552686079,Beta
921,0.978037542912875,Alpha
922,1.05879166775342,Alpha
923,1.14125514065316,Beta
924,0.944884388962351,Alpha
925,0.969578681243374,Beta
926,1.02393607507337,Beta
927,1.16202218977631,Alpha
928,1.23295268070583,Beta
929,1.09896465805873,Beta
930,1.2361982419232,Alpha
931,1.10230667834152,Beta
932,1.06841396621297,Beta
933,1.1668522655771,Beta
934,1.29969151382932,Beta
935,1.15427389731011,Alpha
936,1.08733779914027,Alpha
937,1.22670925852229,Beta
938,1.23801615688941,Alpha
939,1.25945815707748,Alpha
940,1.13761767533519,Stellate
941,1.22061569882233,Beta
942,1.1764925743061,Beta
943,1.19722384960795,Beta
944,1.28817031777955,Beta
945,1.26781014197188,Alpha
946,1.50804421337808,Ductal
947,1.3795921285528,Beta
948,1.33526395299735,Acinar
949,1.32878220814318,Acinar
950,1.30627383547824,Acinar
951,1.22254668794412,Acinar
952,1.21535012554584,Ductal
953,1.25077991237017,Acinar
954,1.22861107842375,Stellate
